100 samples, reg=1
0.0038390159606933594,0.0034151077270507812
0.0006420612335205078,0.0007710456848144531
0.0004858970642089844,0.0007128715515136719
0.00049591064453125,0.0007159709930419922
0.0005400180816650391,0.0006201267242431641
0.00041031837463378906,0.0006461143493652344
0.00044083595275878906,0.0006120204925537109
0.0004448890686035156,0.0006270408630371094
0.0004241466522216797,0.0005981922149658203
0.0004112720489501953,0.0005829334259033203
0.00036835670471191406,0.0005438327789306641
0.00037598609924316406,0.0005419254302978516
0.0004298686981201172,0.0005340576171875
0.00036597251892089844,0.0005450248718261719
0.0003657341003417969,0.0004909038543701172
0.0003490447998046875,0.0005087852478027344
0.000347137451171875,0.0005092620849609375
0.0003809928894042969,0.0004961490631103516
0.0003211498260498047,0.0004649162292480469
0.0003120899200439453,0.0004611015319824219
0.0003352165222167969,0.0004417896270751953
0.0003151893615722656,0.00047278404235839844
0.0003399848937988281,0.00045990943908691406
0.00030803680419921875,0.0004439353942871094
0.0003368854522705078,0.0004398822784423828
0.0003516674041748047,0.0004589557647705078
0.00033211708068847656,0.00043702125549316406
0.00029587745666503906,0.0004470348358154297
0.00028586387634277344,0.00045490264892578125
0.0003159046173095703,0.00045108795166015625
0.00031113624572753906,0.00045108795166015625
0.0002899169921875,0.0004677772521972656
0.0003142356872558594,0.0004417896270751953
0.00032210350036621094,0.00044226646423339844
0.00036716461181640625,0.00048065185546875
0.0003426074981689453,0.0004458427429199219
0.0003209114074707031,0.0004420280456542969
0.0003287792205810547,0.00047779083251953125
0.0003409385681152344,0.0004589557647705078
0.0003490447998046875,0.0004353523254394531
0.00034928321838378906,0.0006031990051269531
0.00031685829162597656,0.00043129920959472656
0.0003368854522705078,0.00042700767517089844
0.00028586387634277344,0.00047707557678222656
0.0003299713134765625,0.0004405975341796875
0.00032067298889160156,0.0004322528839111328
0.0003161430358886719,0.0004520416259765625
0.0003199577331542969,0.00042891502380371094
0.0003337860107421875,0.00043582916259765625
0.0002789497375488281,0.0004439353942871094
0.0005142688751220703,0.00043010711669921875
0.0003230571746826172,0.0004258155822753906
0.0002980232238769531,0.0004382133483886719
0.00043082237243652344,0.0004448890686035156
0.0002789497375488281,0.0004279613494873047
0.0002932548522949219,0.0004398822784423828
0.00030684471130371094,0.00048470497131347656
0.0003237724304199219,0.00043702125549316406
0.000308990478515625,0.0004439353942871094
0.00032401084899902344,0.0005970001220703125
0.00033092498779296875,0.00042700767517089844
0.00033926963806152344,0.0004429817199707031
0.0003368854522705078,0.0005371570587158203
0.0003209114074707031,0.00043320655822753906
0.000331878662109375,0.0004439353942871094
0.0003337860107421875,0.0005381107330322266
0.00036406517028808594,0.0004439353942871094
0.0003077983856201172,0.0004551410675048828
0.00031280517578125,0.0004489421844482422
0.00031304359436035156,0.0004429817199707031
0.0003490447998046875,0.0004649162292480469
0.00034308433532714844,0.00044798851013183594
0.0003299713134765625,0.0004451274871826172
0.0003190040588378906,0.0004558563232421875
0.0003311634063720703,0.0004379749298095703
0.00035500526428222656,0.0004839897155761719
0.0003528594970703125,0.0004830360412597656
0.0003898143768310547,0.0005309581756591797
0.00034999847412109375,0.0004930496215820312
0.00035190582275390625,0.0005009174346923828
0.0003249645233154297,0.0004737377166748047
0.0003497600555419922,0.0004611015319824219
0.00031113624572753906,0.00046896934509277344
0.0003020763397216797,0.0004558563232421875
0.00031685829162597656,0.0004630088806152344
0.00034618377685546875,0.00046896934509277344
0.0003719329833984375,0.00045371055603027344
0.00032401084899902344,0.00045180320739746094
0.00039005279541015625,0.00047016143798828125
0.0003571510314941406,0.00046944618225097656
0.0003750324249267578,0.0004570484161376953
0.0003159046173095703,0.0005083084106445312
0.0003409385681152344,0.0004680156707763672
0.00037932395935058594,0.0004961490631103516
0.0003440380096435547,0.0005080699920654297
0.0003139972686767578,0.0004999637603759766
0.00034499168395996094,0.0004782676696777344
0.0003509521484375,0.00048279762268066406
0.00036025047302246094,0.00045800209045410156
0.0005190372467041016,0.0005919933319091797
0.0018770694732666016,0.0011620521545410156
0.0017399787902832031,0.0012850761413574219
0.0015461444854736328,0.0007040500640869141
0.0009059906005859375,0.0006227493286132812
0.0010559558868408203,0.0006690025329589844
0.0009679794311523438,0.0006501674652099609
0.0009958744049072266,0.0011279582977294922
0.0015461444854736328,0.0008831024169921875
0.0010249614715576172,0.0006592273712158203
0.0009539127349853516,0.0006699562072753906
0.0009889602661132812,0.000614166259765625
0.0009629726409912109,0.0006082057952880859
0.0009348392486572266,0.0006268024444580078
0.0009737014770507812,0.0006473064422607422
0.0010080337524414062,0.0006380081176757812
0.0010733604431152344,0.0006089210510253906
0.0009658336639404297,0.0006089210510253906
0.0011110305786132812,0.0006678104400634766
0.0010528564453125,0.0006022453308105469
0.0009987354278564453,0.0006499290466308594
0.0011801719665527344,0.0006687641143798828
0.0009911060333251953,0.0006411075592041016
0.000949859619140625,0.0006110668182373047
0.0010411739349365234,0.0006101131439208984
0.0011560916900634766,0.0006780624389648438
0.0011599063873291016,0.0006990432739257812
0.000926971435546875,0.0006070137023925781
0.0011379718780517578,0.0006031990051269531
0.0010259151458740234,0.000682830810546875
0.0009789466857910156,0.0006136894226074219
0.0009450912475585938,0.0006132125854492188
0.001010894775390625,0.0007979869842529297
0.0011408329010009766,0.00061798095703125
0.0009980201721191406,0.0006098747253417969
0.0009908676147460938,0.0006291866302490234
0.0008661746978759766,0.0006048679351806641
0.0009341239929199219,0.0006043910980224609
0.0008409023284912109,0.0006108283996582031
0.0010929107666015625,0.0006017684936523438
0.0010838508605957031,0.0006389617919921875
0.0010449886322021484,0.0006139278411865234
0.001064300537109375,0.0006511211395263672
0.0010838508605957031,0.0007162094116210938
0.0013179779052734375,0.0008032321929931641
0.0009930133819580078,0.0006630420684814453
0.0012280941009521484,0.0006070137023925781
0.0009198188781738281,0.0007030963897705078
0.0011310577392578125,0.0006079673767089844
0.0010349750518798828,0.0006108283996582031
0.0011849403381347656,0.0006508827209472656
0.0009489059448242188,0.0007052421569824219
0.001110076904296875,0.0006310939788818359
0.0010988712310791016,0.0006687641143798828
0.0010612010955810547,0.0006189346313476562
0.0009799003601074219,0.0005970001220703125
0.0010840892791748047,0.0006108283996582031
0.0009810924530029297,0.0006630420684814453
0.0010268688201904297,0.0006039142608642578
0.000946044921875,0.0006420612335205078
0.0010991096496582031,0.0006909370422363281
0.0009679794311523438,0.0006268024444580078
0.0010411739349365234,0.0006227493286132812
0.0009779930114746094,0.0006320476531982422
0.0008928775787353516,0.0006232261657714844
0.0009291172027587891,0.0006291866302490234
0.0009810924530029297,0.0006158351898193359
0.0010879039764404297,0.0006477832794189453
0.0010368824005126953,0.0006577968597412109
0.0011048316955566406,0.0006730556488037109
0.0012159347534179688,0.0006499290466308594
0.0011987686157226562,0.0007061958312988281
0.0010669231414794922,0.0006608963012695312
0.001190185546875,0.0006480216979980469
0.0010952949523925781,0.0006368160247802734
0.0010221004486083984,0.0006709098815917969
0.0011546611785888672,0.0006899833679199219
0.001065969467163086,0.0006439685821533203
0.0011191368103027344,0.0007460117340087891
0.0013780593872070312,0.0008361339569091797
0.0013418197631835938,0.0007200241088867188
0.00109100341796875,0.0006508827209472656
0.0010519027709960938,0.0006380081176757812
0.0010840892791748047,0.0007030963897705078
0.001107931137084961,0.0008780956268310547
0.0010941028594970703,0.0006659030914306641
0.0011219978332519531,0.0007429122924804688
0.001421213150024414,0.001085042953491211
0.0011451244354248047,0.0006608963012695312
0.0010378360748291016,0.0007269382476806641
0.0011067390441894531,0.0006241798400878906
0.0011272430419921875,0.0006728172302246094
0.0012211799621582031,0.0006670951843261719
0.001148223876953125,0.0006971359252929688
0.0011548995971679688,0.0008039474487304688
0.0012660026550292969,0.0008959770202636719
0.001264810562133789,0.0006678104400634766
0.001055002212524414,0.0006883144378662109
0.0010991096496582031,0.0006499290466308594
0.0011010169982910156,0.0006480216979980469
0.001110076904296875,0.0006561279296875
0.006030082702636719,0.0014510154724121094
0.0034508705139160156,0.0010881423950195312
0.0037059783935546875,0.0015270709991455078
0.004691362380981445,0.0011739730834960938
0.0037958621978759766,0.001065969467163086
0.004544973373413086,0.0013613700866699219
0.003690958023071289,0.0011091232299804688
0.003933906555175781,0.0010998249053955078
0.0035741329193115234,0.0010559558868408203
0.003609895706176758,0.001058816909790039
0.003893136978149414,0.0010797977447509766
0.0038967132568359375,0.001039743423461914
0.003709077835083008,0.001068115234375
0.0035369396209716797,0.00109100341796875
0.003975868225097656,0.001251220703125
0.004447221755981445,0.0011909008026123047
0.0043070316314697266,0.0010852813720703125
0.005159854888916016,0.001961946487426758
0.0045490264892578125,0.0012669563293457031
0.004019975662231445,0.0011839866638183594
0.004979848861694336,0.001522064208984375
0.0041961669921875,0.001972198486328125
0.0049250125885009766,0.001216888427734375
0.004287004470825195,0.001316070556640625
0.003782987594604492,0.0015110969543457031
0.004205226898193359,0.0015749931335449219
0.004408836364746094,0.0013189315795898438
0.005126237869262695,0.0018050670623779297
0.004915952682495117,0.002132892608642578
0.004214048385620117,0.0013098716735839844
0.0046138763427734375,0.0016789436340332031
0.005172014236450195,0.0015950202941894531
0.005014181137084961,0.0013499259948730469
0.005309343338012695,0.0013129711151123047
0.005430936813354492,0.0014448165893554688
0.005522251129150391,0.0037419795989990234
0.0039250850677490234,0.0019338130950927734
0.004608154296875,0.0012252330780029297
0.003981113433837891,0.0011990070343017578
0.003843069076538086,0.0012149810791015625
0.003966808319091797,0.0011239051818847656
0.0036170482635498047,0.0011639595031738281
0.004040956497192383,0.0010709762573242188
0.00399327278137207,0.0010800361633300781
0.0033910274505615234,0.0010809898376464844
0.004319190979003906,0.0011222362518310547
0.004128694534301758,0.0011448860168457031
0.0037560462951660156,0.001291036605834961
0.004060029983520508,0.0012712478637695312
0.003779888153076172,0.0011370182037353516
0.003985166549682617,0.0013628005981445312
0.003963947296142578,0.0011463165283203125
0.0036940574645996094,0.001280069351196289
0.0035860538482666016,0.0012500286102294922
0.0036041736602783203,0.0011188983917236328
0.0039250850677490234,0.0012049674987792969
0.003956794738769531,0.0011799335479736328
0.004459857940673828,0.0011932849884033203
0.0038437843322753906,0.0011630058288574219
0.003239870071411133,0.0010759830474853516
0.0035800933837890625,0.0010738372802734375
0.0036110877990722656,0.0010819435119628906
0.0037479400634765625,0.001096963882446289
0.003734111785888672,0.0011188983917236328
0.0036661624908447266,0.0011153221130371094
0.003681182861328125,0.001138925552368164
0.003920793533325195,0.0011358261108398438
0.00401616096496582,0.0011088848114013672
0.003974199295043945,0.0011439323425292969
0.004167079925537109,0.0011420249938964844
0.0038559436798095703,0.001293182373046875
0.004143714904785156,0.0011730194091796875
0.0039288997650146484,0.0011489391326904297
0.003917694091796875,0.0011570453643798828
0.003959178924560547,0.0011851787567138672
0.00392913818359375,0.0011394023895263672
0.003942966461181641,0.0011708736419677734
0.004915952682495117,0.0012390613555908203
0.004179954528808594,0.001180887222290039
0.0039501190185546875,0.0011780261993408203
0.003877878189086914,0.001116037368774414
0.0035200119018554688,0.0012302398681640625
0.005321979522705078,0.0015430450439453125
0.003754854202270508,0.0011279582977294922
0.0038847923278808594,0.0011110305786132812
0.004755973815917969,0.0011258125305175781
0.003724813461303711,0.0011410713195800781
0.003686189651489258,0.0011241436004638672
0.004555940628051758,0.0011990070343017578
0.0039691925048828125,0.0011548995971679688
0.0037958621978759766,0.0011861324310302734
0.0040051937103271484,0.001130819320678711
0.0037288665771484375,0.001127004623413086
0.003951072692871094,0.0012962818145751953
0.004575252532958984,0.001249074935913086
0.003926992416381836,0.001138925552368164
0.0044252872467041016,0.0010762214660644531
0.0035331249237060547,0.001241922378540039
0.0036149024963378906,0.0013709068298339844
0.0042269229888916016,0.0011019706726074219
0.023052215576171875,0.005388975143432617
0.01843881607055664,0.0046231746673583984
0.017036914825439453,0.0042040348052978516
0.01981067657470703,0.004292726516723633
0.019874095916748047,0.004232168197631836
0.018165111541748047,0.0045239925384521484
0.018973827362060547,0.004309892654418945
0.01932072639465332,0.004400968551635742
0.018976926803588867,0.004150867462158203
0.019013166427612305,0.004266977310180664
0.018699169158935547,0.004288911819458008
0.01751399040222168,0.0043332576751708984
0.0192720890045166,0.004492998123168945
0.019652128219604492,0.0042612552642822266
0.019509077072143555,0.004377126693725586
0.019804000854492188,0.004325151443481445
0.0189511775970459,0.004509925842285156
0.01783299446105957,0.004168272018432617
0.017156124114990234,0.004254817962646484
0.018306970596313477,0.004352092742919922
0.0195770263671875,0.004582881927490234
0.020112991333007812,0.0044481754302978516
0.020272016525268555,0.004616975784301758
0.02093815803527832,0.0041961669921875
0.01880192756652832,0.0045320987701416016
0.0163421630859375,0.004217863082885742
0.018423080444335938,0.004209995269775391
0.020007848739624023,0.004376888275146484
0.0179290771484375,0.004476785659790039
0.01970386505126953,0.00436091423034668
0.02062368392944336,0.004230022430419922
0.019121885299682617,0.0045130252838134766
0.018989086151123047,0.004385948181152344
0.018270015716552734,0.004323720932006836
0.020945072174072266,0.004332065582275391
0.01810598373413086,0.0050830841064453125
0.02090287208557129,0.004336833953857422
0.0197141170501709,0.004276275634765625
0.020631790161132812,0.004353046417236328
0.01825094223022461,0.004450798034667969
0.017035961151123047,0.004241228103637695
0.018378019332885742,0.004184722900390625
0.017971038818359375,0.004490852355957031
0.017163991928100586,0.004297971725463867
0.017887115478515625,0.004422187805175781
0.019470930099487305,0.004402875900268555
0.017757177352905273,0.004357099533081055
0.019983768463134766,0.0043828487396240234
0.019044876098632812,0.004434823989868164
0.01813507080078125,0.00432896614074707
0.018946170806884766,0.004794120788574219
0.019514083862304688,0.004373788833618164
0.019340991973876953,0.004457950592041016
0.018568992614746094,0.004380226135253906
0.019696950912475586,0.004437923431396484
0.018938064575195312,0.00439906120300293
0.023951053619384766,0.004563093185424805
0.020854949951171875,0.0052068233489990234
0.02513408660888672,0.0053827762603759766
0.021029949188232422,0.0048007965087890625
0.01941680908203125,0.0044820308685302734
0.021229982376098633,0.004354953765869141
0.01944112777709961,0.004740238189697266
0.020360946655273438,0.004472970962524414
0.02004718780517578,0.004437923431396484
0.01916813850402832,0.004432201385498047
0.019025087356567383,0.004445314407348633
0.019552946090698242,0.004410982131958008
0.01976299285888672,0.004389286041259766
0.020556926727294922,0.004344940185546875
0.02052903175354004,0.00465703010559082
0.020849943161010742,0.004339933395385742
0.02301812171936035,0.004454851150512695
0.017853736877441406,0.004314899444580078
0.02028489112854004,0.004719257354736328
0.020039796829223633,0.005758762359619141
0.019555091857910156,0.004509925842285156
0.018804073333740234,0.004517078399658203
0.020647048950195312,0.0046541690826416016
0.02105116844177246,0.004395008087158203
0.01887989044189453,0.004513978958129883
0.02065300941467285,0.004652738571166992
0.023099899291992188,0.004819154739379883
0.023148059844970703,0.005021095275878906
0.023309707641601562,0.004826784133911133
0.023118019104003906,0.004672050476074219
0.01862502098083496,0.0043179988861083984
0.019895076751708984,0.004335880279541016
0.019162893295288086,0.004407167434692383
0.018297910690307617,0.0043108463287353516
0.019240140914916992,0.004566192626953125
0.019429922103881836,0.004504203796386719
0.02144932746887207,0.005467891693115234
0.021718740463256836,0.005089998245239258
0.02675318717956543,0.0058078765869140625
0.024454832077026367,0.005480289459228516
0.023531675338745117,0.005342960357666016
0.02697587013244629,0.005522012710571289
0.02363896369934082,0.0049059391021728516
0.019924163818359375,0.005021333694458008
0.11393189430236816,0.01949906349182129
0.09034395217895508,0.016856908798217773
0.09004783630371094,0.01701521873474121
0.09882521629333496,0.017902135848999023
0.11396217346191406,0.01910710334777832
0.09291481971740723,0.015917062759399414
0.09123396873474121,0.02161097526550293
0.11426615715026855,0.019031047821044922
0.11679315567016602,0.018860816955566406
0.09273195266723633,0.018847942352294922
0.12054896354675293,0.019456863403320312
0.10563874244689941,0.021872758865356445
0.11399507522583008,0.01789116859436035
0.09433507919311523,0.018867969512939453
0.10567808151245117,0.016487836837768555
0.08761119842529297,0.01683807373046875
0.09357786178588867,0.01765894889831543
0.10608386993408203,0.020268917083740234
0.10671091079711914,0.01835799217224121
0.1013040542602539,0.01797199249267578
0.10133790969848633,0.01853203773498535
0.11571788787841797,0.01897597312927246
0.10004901885986328,0.016991138458251953
0.09848427772521973,0.01914501190185547
0.10213994979858398,0.018291950225830078
0.10828709602355957,0.01897597312927246
0.1343238353729248,0.0177609920501709
0.11374688148498535,0.018221139907836914
0.11389899253845215,0.018075942993164062
0.11943292617797852,0.019132137298583984
0.12871003150939941,0.019867897033691406
0.09960126876831055,0.01734304428100586
0.11112189292907715,0.018681049346923828
0.1251978874206543,0.018059968948364258
0.10170698165893555,0.017740964889526367
0.10620880126953125,0.018819093704223633
0.10427594184875488,0.01830577850341797
0.09881806373596191,0.018286943435668945
0.1027979850769043,0.01860499382019043
0.11658906936645508,0.018201828002929688
0.10140323638916016,0.01831507682800293
0.11777281761169434,0.019137859344482422
0.10233330726623535,0.018960952758789062
0.11471104621887207,0.019349098205566406
0.11702799797058105,0.02042388916015625
0.12880396842956543,0.01968073844909668
0.11870002746582031,0.019272804260253906
0.11859369277954102,0.019482135772705078
0.11157894134521484,0.01925802230834961
0.12250113487243652,0.019665956497192383
0.1194000244140625,0.02044510841369629
0.11999273300170898,0.01989889144897461
0.12415075302124023,0.019649028778076172
0.11404204368591309,0.01826190948486328
0.10967326164245605,0.019231081008911133
0.10897421836853027,0.018484830856323242
0.103668212890625,0.020791053771972656
0.1239168643951416,0.01895904541015625
0.12569499015808105,0.020795822143554688
0.11727285385131836,0.018558025360107422
0.11562705039978027,0.02090597152709961
0.11860299110412598,0.018325090408325195
0.11094284057617188,0.020673036575317383
0.1374378204345703,0.021292686462402344
0.14006328582763672,0.022687911987304688
0.12677979469299316,0.020246028900146484
0.11810088157653809,0.021265029907226562
0.1136927604675293,0.021257877349853516
0.10915899276733398,0.0202639102935791
0.13369512557983398,0.02241206169128418
0.12383604049682617,0.02137589454650879
0.11724996566772461,0.021333932876586914
0.13791418075561523,0.021378040313720703
0.1236879825592041,0.022514820098876953
0.12597179412841797,0.020529985427856445
0.12718677520751953,0.022444963455200195
0.15619778633117676,0.024377107620239258
0.12156295776367188,0.024730682373046875
0.20998215675354004,0.026273012161254883
0.19720101356506348,0.026311159133911133
0.15008783340454102,0.022951841354370117
0.16868090629577637,0.021142005920410156
0.12273693084716797,0.020142793655395508
0.1161489486694336,0.019273996353149414
0.14099407196044922,0.022638797760009766
0.13767623901367188,0.02113199234008789
0.1304328441619873,0.023312807083129883
0.12328195571899414,0.02042412757873535
0.12415671348571777,0.021253108978271484
0.12464094161987305,0.021193265914916992
0.11903572082519531,0.02007007598876953
0.12122297286987305,0.023099899291992188
0.11206293106079102,0.023487091064453125
0.1166529655456543,0.024011850357055664
0.14176011085510254,0.022830963134765625
0.1406869888305664,0.025496244430541992
0.12372612953186035,0.021863937377929688
0.13196396827697754,0.022091150283813477
0.1266787052154541,0.022531986236572266
0.1375882625579834,0.023662805557250977
0.578498125076294,0.07812309265136719
0.5182468891143799,0.06743693351745605
0.48445892333984375,0.06280088424682617
0.6198022365570068,0.10698437690734863
0.6172411441802979,0.07115316390991211
0.550786018371582,0.06318116188049316
0.535830020904541,0.06461000442504883
0.5355966091156006,0.06676506996154785
0.5642080307006836,0.07085299491882324
0.5172469615936279,0.12794780731201172
0.537196159362793,0.06397318840026855
0.4808211326599121,0.06656098365783691
0.4978008270263672,0.0634770393371582
0.5084178447723389,0.06705307960510254
0.5073108673095703,0.0727088451385498
0.5245580673217773,0.06963920593261719
0.4646267890930176,0.07564306259155273
0.5397000312805176,0.0674288272857666
0.5219190120697021,0.06898808479309082
0.4973750114440918,0.07873392105102539
0.4688100814819336,0.06896615028381348
0.5748128890991211,0.07248306274414062
0.47342491149902344,0.0724039077758789
0.565310001373291,0.0881342887878418
0.4827268123626709,0.07013607025146484
0.5892696380615234,0.0910179615020752
0.5910799503326416,0.07129907608032227
0.5834932327270508,0.07494091987609863
0.5323660373687744,0.07698202133178711
0.6134982109069824,0.07896995544433594
0.5055482387542725,0.0844721794128418
0.5004479885101318,0.08143067359924316
0.5683488845825195,0.06834721565246582
0.468717098236084,0.06813311576843262
0.5786759853363037,0.08107995986938477
0.5160908699035645,0.07290482521057129
0.5390760898590088,0.06943321228027344
0.46532678604125977,0.07136702537536621
0.7349996566772461,0.06766891479492188
0.4951817989349365,0.08063483238220215
0.486530065536499,0.0667881965637207
0.5349912643432617,0.07509207725524902
0.5311131477355957,0.07773280143737793
0.5466558933258057,0.07227921485900879
0.5106871128082275,0.06502604484558105
0.5464420318603516,0.0774240493774414
0.637988805770874,0.07102704048156738
0.505436897277832,0.07978391647338867
0.6030447483062744,0.08446788787841797
0.5499341487884521,0.07719874382019043
0.531609058380127,0.07859396934509277
0.5906088352203369,0.07286715507507324
0.5601158142089844,0.07405495643615723
0.4664449691772461,0.06578207015991211
0.5195660591125488,0.07068109512329102
0.5279266834259033,0.08265185356140137
0.5096933841705322,0.0995481014251709
1.1482899188995361,0.1294388771057129
1.202341079711914,0.07812380790710449
0.5318641662597656,0.07317566871643066
0.556365966796875,0.06964564323425293
0.5982961654663086,0.0693058967590332
0.5831599235534668,0.07267498970031738
0.7366008758544922,0.13235187530517578
0.6753389835357666,0.13690710067749023
0.9199538230895996,0.1428821086883545
0.9973549842834473,0.1087489128112793
0.8833341598510742,0.06695222854614258
0.6399927139282227,0.12580204010009766
0.8796617984771729,0.26869678497314453
1.090216875076294,0.13385391235351562
1.006856918334961,0.16482877731323242
0.6890990734100342,0.08881187438964844
0.7934126853942871,0.08847999572753906
0.5846540927886963,0.1166079044342041
0.5304219722747803,0.09771394729614258
0.568000078201294,0.07285594940185547
0.5613052845001221,0.08396601676940918
0.5574758052825928,0.06654191017150879
0.5889039039611816,0.06618189811706543
0.5550172328948975,0.07893896102905273
0.5748460292816162,0.07209515571594238
0.5793397426605225,0.07026910781860352
0.5813782215118408,0.06736421585083008
0.5557661056518555,0.08191800117492676
0.5863218307495117,0.0768280029296875
0.536768913269043,0.08209514617919922
0.585644006729126,0.07294607162475586
0.6677279472351074,0.11724019050598145
0.5253441333770752,0.07501602172851562
0.6043908596038818,0.11903715133666992
0.5760607719421387,0.07445621490478516
0.5171489715576172,0.09543490409851074
0.548450231552124,0.07224297523498535
0.638538122177124,0.08047795295715332
0.562687873840332,0.06499290466308594
0.5563280582427979,0.08211493492126465
0.5858228206634521,0.0809168815612793
1.0102322101593018,0.06943178176879883
0.4990818500518799,0.07155203819274902
3.083683967590332,0.492764949798584
2.812156915664673,0.3875389099121094
2.548469066619873,0.41172099113464355
2.6335229873657227,0.4241337776184082
2.603368043899536,0.4215359687805176
2.5739829540252686,0.40952014923095703
2.8553171157836914,0.4093492031097412
2.4833409786224365,0.43808913230895996
3.032099962234497,0.4312891960144043
2.578848123550415,0.4422111511230469
2.6208791732788086,0.47156596183776855
2.974357843399048,0.37704992294311523
3.0062618255615234,0.41522884368896484
2.8167800903320312,0.3487820625305176
2.4128477573394775,0.43810296058654785
2.81766414642334,0.37154388427734375
3.2307450771331787,0.40644001960754395
2.6197309494018555,0.42781615257263184
3.394043207168579,0.5483410358428955
2.4740617275238037,0.661564826965332
4.089478015899658,0.5290238857269287
2.71415376663208,0.38120198249816895
2.531696081161499,0.44759607315063477
3.1493470668792725,0.38237786293029785
2.8351449966430664,0.4331190586090088
3.371187210083008,0.4907498359680176
2.4725069999694824,0.36888813972473145
